Local Health Jurisdiction,Census Tract,Number of indicators,At least 25% of the residential parcels were built before 1978,Census tract is within 1.7 miles of a current or former lead emitting facility,"Census tract is within 1,000 feet of a state highway",Census tract is within the city of a known current or historic smelter,Census tract is within 1 km of an airport using leaded avgas,Census tract is within 1 km of a railroad,"Census tract is within 1,000 feet of a speedway",Census tract is served by a water district with at least one known leaded service line or fitting
Orange,06059075605,2,Yes,No,Yes,No,No,No,No,No
Orange,06059075606,1,Yes,No,No,No,No,No,No,No
Orange,06059075607,1,No,No,Yes,No,No,No,No,No
Orange,06059075701,2,Yes,No,Yes,No,No,No,No,No
Orange,06059075702,1,Yes,No,No,No,No,No,No,No
Orange,06059075703,1,Yes,No,No,No,No,No,No,No
Orange,06059075805,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059075806,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059075807,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059075808,2,Yes,No,Yes,No,No,No,No,No
Orange,06059075809,1,Yes,No,No,No,No,No,No,No
Orange,06059075810,1,Yes,No,No,No,No,No,No,No
Orange,06059075811,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059075812,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059075813,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059075814,1,No,Yes,No,No,No,No,No,No
Orange,06059075815,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059075816,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059075901,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059075902,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059076001,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059076002,3,No,Yes,Yes,No,No,Yes,No,No
Orange,06059076102,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059076103,2,Yes,No,Yes,No,No,No,No,No
Orange,06059076104,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059076105,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059076201,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059076202,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059076204,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059076205,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059076206,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059076208,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086301,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059086303,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086304,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059086305,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059086306,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086402,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059086404,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086405,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059086406,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059086407,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086501,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086502,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086601,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059086602,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059086701,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086702,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086801,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086802,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086803,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059086901,2,Yes,Yes,No,No,No,No,No,No
Orange,06059086902,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059086903,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059087001,2,Yes,Yes,No,No,No,No,No,No
Orange,06059087002,2,Yes,Yes,No,No,No,No,No,No
Orange,06059087101,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087102,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087103,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087105,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087106,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087200,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087301,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087302,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087401,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087403,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087404,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087405,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087503,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087504,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087505,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087601,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087602,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087701,2,Yes,Yes,No,No,No,No,No,No
Orange,06059087703,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087704,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087801,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087802,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087803,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087805,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087806,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059087901,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059087902,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059088001,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059088002,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059088101,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059088104,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059088105,2,Yes,Yes,No,No,No,No,No,No
Orange,06059088106,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059088107,2,Yes,Yes,No,No,No,No,No,No
Orange,06059088201,2,Yes,No,No,No,No,Yes,No,No
Orange,06059088202,2,Yes,No,No,No,No,Yes,No,No
Orange,06059088203,1,Yes,No,No,No,No,No,No,No
Orange,06059088301,2,Yes,No,No,No,No,Yes,No,No
Orange,06059088302,1,Yes,No,No,No,No,No,No,No
Orange,06059088401,1,Yes,No,No,No,No,No,No,No
Orange,06059088402,1,Yes,No,No,No,No,No,No,No
Orange,06059088403,2,Yes,Yes,No,No,No,No,No,No
Orange,06059088501,2,Yes,No,Yes,No,No,No,No,No
Orange,06059088502,2,Yes,No,Yes,No,No,No,No,No
Orange,06059088601,2,Yes,No,Yes,No,No,No,No,No
Orange,06059088602,2,Yes,No,Yes,No,No,No,No,No
Orange,06059088701,1,Yes,No,No,No,No,No,No,No
Orange,06059088702,2,Yes,No,Yes,No,No,No,No,No
Orange,06059088801,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059088802,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059088901,2,Yes,No,Yes,No,No,No,No,No
Orange,06059088902,2,Yes,No,Yes,No,No,No,No,No
Orange,06059088903,1,Yes,No,No,No,No,No,No,No
Orange,06059088904,1,Yes,No,No,No,No,No,No,No
Orange,06059088905,1,Yes,No,No,No,No,No,No,No
Orange,06059089001,2,Yes,Yes,No,No,No,No,No,No
Orange,06059089003,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059089004,2,Yes,Yes,No,No,No,No,No,No
Orange,06059089102,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059089104,2,Yes,Yes,No,No,No,No,No,No
Orange,06059089105,2,Yes,Yes,No,No,No,No,No,No
Orange,06059089106,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059089107,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099202,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099203,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099204,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099212,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099214,1,Yes,No,No,No,No,No,No,No
Orange,06059099215,1,Yes,No,No,No,No,No,No,No
Orange,06059099216,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099217,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099220,2,Yes,No,Yes,No,No,No,No,No
Orange,06059099222,1,Yes,No,No,No,No,No,No,No
Orange,06059099223,1,Yes,No,No,No,No,No,No,No
Orange,06059099224,2,Yes,No,Yes,No,No,No,No,No
Orange,06059099225,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099226,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099227,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099229,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099230,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099231,1,Yes,No,No,No,No,No,No,No
Orange,06059099232,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099233,1,Yes,No,No,No,No,No,No,No
Orange,06059099234,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099235,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099237,1,Yes,No,No,No,No,No,No,No
Orange,06059099238,1,Yes,No,No,No,No,No,No,No
Orange,06059099239,2,Yes,No,Yes,No,No,No,No,No
Orange,06059099240,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099241,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099242,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099243,2,Yes,No,Yes,No,No,No,No,No
Orange,06059099244,1,Yes,No,No,No,No,No,No,No
Orange,06059099245,2,Yes,No,Yes,No,No,No,No,No
Orange,06059099246,1,Yes,No,No,No,No,No,No,No
Orange,06059099247,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099248,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099249,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099250,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099251,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099305,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099306,2,Yes,No,Yes,No,No,No,No,No
Orange,06059099307,1,No,No,Yes,No,No,No,No,No
Orange,06059099308,1,No,No,Yes,No,No,No,No,No
Orange,06059099309,2,Yes,No,No,No,No,Yes,No,No
Orange,06059099310,2,Yes,No,Yes,No,No,No,No,No
Orange,06059099311,2,Yes,No,Yes,No,No,No,No,No
Orange,06059099402,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099404,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099405,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059099406,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059099407,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099408,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099410,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059099411,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059099412,3,Yes,Yes,No,No,No,Yes,No,No
Orange,06059099415,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099416,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099417,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099418,2,No,No,Yes,No,No,Yes,No,No
Orange,06059099419,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099502,2,No,Yes,Yes,No,No,No,No,No
Orange,06059099504,4,Yes,Yes,Yes,Yes,No,No,No,No
Orange,06059099506,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099508,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099509,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099510,4,Yes,Yes,Yes,Yes,No,No,No,No
Orange,06059099511,4,Yes,Yes,Yes,Yes,No,No,No,No
Orange,06059099512,4,Yes,Yes,Yes,Yes,No,No,No,No
Orange,06059099513,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099514,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099601,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059099602,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099603,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099604,2,Yes,Yes,No,No,No,No,No,No
Orange,06059099605,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059099701,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099702,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059099703,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059099801,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099802,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099803,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099902,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099903,3,Yes,No,Yes,No,No,Yes,No,No
Orange,06059099904,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059099905,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059099906,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059110001,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110003,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110004,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059110005,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059110006,3,Yes,No,Yes,Yes,No,No,No,No
Orange,06059110007,3,Yes,No,Yes,Yes,No,No,No,No
Orange,06059110008,2,Yes,No,Yes,No,No,No,No,No
Orange,06059110010,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110011,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110012,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059110014,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110015,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110102,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110104,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110106,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110108,4,Yes,Yes,Yes,Yes,No,No,No,No
Orange,06059110109,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110110,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110111,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110113,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110114,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110115,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059110116,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110117,3,Yes,Yes,No,Yes,No,No,No,No
Orange,06059110118,1,No,Yes,No,No,No,No,No,No
Orange,06059110201,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110202,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110203,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110301,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059110302,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059110303,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110304,2,Yes,Yes,No,No,No,No,No,No
Orange,06059110401,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059110402,3,Yes,Yes,Yes,No,No,No,No,No
Orange,06059110500,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059110603,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Orange,06059110604,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Orange,06059110605,4,Yes,Yes,No,No,Yes,Yes,No,No
Orange,06059110606,4,Yes,Yes,Yes,No,No,Yes,No,No
Orange,06059110607,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Orange,06059980000,4,Yes,Yes,Yes,No,No,Yes,No,No
Placer,06061020104,2,Yes,No,Yes,No,No,No,No,No
Placer,06061020105,2,Yes,No,Yes,No,No,No,No,No
Placer,06061020106,2,Yes,No,Yes,No,No,No,No,No
Placer,06061020107,2,Yes,No,Yes,No,No,No,No,No
Placer,06061020200,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061020300,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061020401,4,Yes,No,Yes,No,No,Yes,Yes,No
Placer,06061020402,4,Yes,No,Yes,No,No,Yes,Yes,No
Placer,06061020501,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061020502,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061020601,1,Yes,No,No,No,No,No,No,No
Placer,06061020604,1,Yes,No,No,No,No,No,No,No
Placer,06061020605,0,No,No,No,No,No,No,No,No
Placer,06061020606,0,No,No,No,No,No,No,No,No
Placer,06061020607,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061020608,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061020710,0,No,No,No,No,No,No,No,No
Placer,06061020711,0,No,No,No,No,No,No,No,No
Placer,06061020712,2,Yes,No,Yes,No,No,No,No,No
Placer,06061020713,2,Yes,No,Yes,No,No,No,No,No
Placer,06061020714,1,No,No,Yes,No,No,No,No,No
Placer,06061020715,1,Yes,No,No,No,No,No,No,No
Placer,06061020717,2,No,No,Yes,No,No,Yes,No,No
Placer,06061020805,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061020806,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061020901,2,Yes,No,No,No,No,Yes,No,No
Placer,06061020908,2,Yes,No,No,No,No,Yes,No,No
Placer,06061021003,4,Yes,No,Yes,No,No,Yes,Yes,No
Placer,06061021034,3,No,Yes,Yes,No,No,Yes,No,No
Placer,06061021037,1,No,No,No,No,No,Yes,No,No
Placer,06061021038,1,No,No,No,No,No,Yes,No,No
Placer,06061021039,0,No,No,No,No,No,No,No,No
Placer,06061021040,0,No,No,No,No,No,No,No,No
Placer,06061021043,2,No,Yes,No,No,No,Yes,No,No
Placer,06061021044,0,No,No,No,No,No,No,No,No
Placer,06061021045,3,Yes,No,No,No,No,Yes,Yes,No
Placer,06061021046,2,No,No,No,No,No,Yes,Yes,No
Placer,06061021047,0,No,No,No,No,No,No,No,No
Placer,06061021048,0,No,No,No,No,No,No,No,No
Placer,06061021103,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061021106,2,Yes,No,No,No,No,Yes,No,No
Placer,06061021108,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061021109,2,No,No,Yes,No,No,Yes,No,No
Placer,06061021122,1,No,No,No,No,No,Yes,No,No
Placer,06061021123,2,No,Yes,No,No,No,Yes,No,No
Placer,06061021128,1,No,No,No,No,No,Yes,No,No
Placer,06061021129,2,No,No,Yes,No,No,Yes,No,No
Placer,06061021130,1,No,Yes,No,No,No,No,No,No
Placer,06061021131,1,No,Yes,No,No,No,No,No,No
Placer,06061021203,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061021204,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061021304,4,Yes,Yes,Yes,No,No,Yes,No,No
Placer,06061021323,3,No,Yes,Yes,No,No,Yes,No,No
Placer,06061021324,1,No,Yes,No,No,No,No,No,No
Placer,06061021325,0,No,No,No,No,No,No,No,No
Placer,06061021326,0,No,No,No,No,No,No,No,No
Placer,06061021327,1,No,No,No,No,No,Yes,No,No
Placer,06061021328,4,No,Yes,Yes,No,Yes,Yes,No,No
Placer,06061021401,3,Yes,Yes,No,No,No,Yes,No,No
Placer,06061021403,3,Yes,Yes,No,No,No,Yes,No,No
Placer,06061021501,4,Yes,Yes,Yes,No,No,Yes,No,No
Placer,06061021502,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061021603,3,Yes,Yes,Yes,No,No,No,No,No
Placer,06061021604,3,Yes,Yes,Yes,No,No,No,No,No
Placer,06061021801,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Placer,06061021802,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Placer,06061021901,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061021902,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061022002,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061022011,3,No,No,Yes,No,Yes,Yes,No,No
Placer,06061022013,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061022014,3,Yes,No,Yes,No,No,Yes,No,No
Placer,06061022100,2,Yes,No,Yes,No,No,No,No,No
Placer,06061022200,2,Yes,No,Yes,No,No,No,No,No
Placer,06061022300,2,Yes,No,Yes,No,No,No,No,No
Placer,06061022400,2,No,No,Yes,No,No,Yes,No,No
Placer,06061022500,0,No,No,No,No,No,No,No,No
Placer,06061022600,3,No,Yes,Yes,No,No,Yes,No,No
Placer,06061022800,3,No,Yes,Yes,No,No,Yes,No,No
Placer,06061022900,1,No,Yes,No,No,No,No,No,No
Placer,06061023000,3,No,Yes,Yes,No,No,Yes,No,No
Placer,06061023100,2,No,Yes,No,No,No,Yes,No,No
Placer,06061023200,3,No,Yes,Yes,No,No,Yes,No,No
Placer,06061023300,3,No,Yes,Yes,No,No,Yes,No,No
Placer,06061023400,4,No,Yes,Yes,No,Yes,Yes,No,No
Placer,06061023501,0,No,No,No,No,No,No,No,No
Placer,06061023502,3,No,Yes,Yes,No,No,Yes,No,No
Placer,06061023600,0,No,No,No,No,No,No,No,No
Placer,06061023700,2,No,Yes,No,No,No,Yes,No,No
Placer,06061023800,3,No,Yes,Yes,No,No,Yes,No,No
Placer,06061023900,3,No,Yes,Yes,No,Yes,No,No,No
Plumas,06063000100,6,Yes,Yes,Yes,No,Yes,Yes,Yes,No
Plumas,06063000201,3,Yes,No,Yes,No,No,Yes,No,No
Plumas,06063000202,3,Yes,No,Yes,No,No,Yes,No,No
Plumas,06063000300,4,Yes,No,Yes,No,Yes,Yes,No,No
Plumas,06063000400,3,Yes,No,Yes,No,No,Yes,No,No
Plumas,06063000501,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Plumas,06063000502,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Riverside,06065030101,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065030103,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065030104,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065030200,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Riverside,06065030300,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065030400,3,Yes,No,Yes,No,No,Yes,No,No
Riverside,06065030501,2,Yes,No,No,No,No,Yes,No,No
Riverside,06065030502,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065030503,3,Yes,Yes,No,No,No,Yes,No,No
Riverside,06065030602,3,Yes,Yes,No,No,No,Yes,No,No
Riverside,06065030603,3,Yes,No,Yes,No,No,Yes,No,No
Riverside,06065030604,1,No,Yes,No,No,No,No,No,No
Riverside,06065030605,1,No,Yes,No,No,No,No,No,No
Riverside,06065030700,3,Yes,No,Yes,No,No,Yes,No,No
Riverside,06065030800,2,Yes,No,No,No,No,Yes,No,No
Riverside,06065030900,3,Yes,No,No,No,Yes,Yes,No,No
Riverside,06065031001,3,Yes,Yes,No,No,No,Yes,No,No
Riverside,06065031002,3,Yes,No,No,No,Yes,Yes,No,No
Riverside,06065031100,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065031200,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065031300,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065031401,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065031402,4,Yes,Yes,No,No,Yes,Yes,No,No
Riverside,06065031501,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065031503,2,Yes,No,No,No,Yes,No,No,No
Riverside,06065031504,2,Yes,No,No,No,Yes,No,No,No
Riverside,06065031601,3,Yes,No,Yes,No,No,Yes,No,No
Riverside,06065031602,2,Yes,No,No,No,No,Yes,No,No
Riverside,06065031701,3,Yes,Yes,No,No,No,Yes,No,No
Riverside,06065031702,3,Yes,No,Yes,No,No,Yes,No,No
Riverside,06065031703,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065031704,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065040101,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Riverside,06065040102,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Riverside,06065040201,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Riverside,06065040202,3,Yes,No,No,No,Yes,Yes,No,No
Riverside,06065040203,3,Yes,No,No,No,Yes,Yes,No,No
Riverside,06065040204,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Riverside,06065040302,3,Yes,No,Yes,No,No,Yes,No,No
Riverside,06065040303,3,Yes,No,Yes,No,No,Yes,No,No
Riverside,06065040304,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Riverside,06065040305,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065040402,2,Yes,No,No,No,No,Yes,No,No
Riverside,06065040403,2,Yes,No,No,No,No,Yes,No,No
Riverside,06065040404,1,No,No,No,No,No,Yes,No,No
Riverside,06065040405,1,No,No,No,No,No,Yes,No,No
Riverside,06065040501,3,Yes,No,Yes,No,No,Yes,No,No
Riverside,06065040502,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Riverside,06065040503,4,No,Yes,Yes,Yes,No,Yes,No,No
Riverside,06065040603,1,Yes,No,No,No,No,No,No,No
Riverside,06065040604,1,Yes,No,No,No,No,No,No,No
Riverside,06065040605,2,Yes,No,No,No,No,Yes,No,No
Riverside,06065040606,1,Yes,No,No,No,No,No,No,No
Riverside,06065040609,2,No,No,Yes,No,No,Yes,No,No
Riverside,06065040611,0,No,No,No,No,No,No,No,No
Riverside,06065040616,1,No,No,Yes,No,No,No,No,No
Riverside,06065040617,0,No,No,No,No,No,No,No,No
Riverside,06065040618,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Riverside,06065040619,0,No,No,No,No,No,No,No,No
Riverside,06065040620,0,No,No,No,No,No,No,No,No
Riverside,06065040621,0,No,No,No,No,No,No,No,No
Riverside,06065040622,1,No,No,Yes,No,No,No,No,No
Riverside,06065040701,2,Yes,No,Yes,No,No,No,No,No
Riverside,06065040702,2,Yes,No,Yes,No,No,No,No,No
Riverside,06065040703,2,Yes,No,Yes,No,No,No,No,No
Riverside,06065040806,2,No,Yes,No,No,Yes,No,No,No
Riverside,06065040807,4,Yes,Yes,No,No,Yes,Yes,No,No
Riverside,06065040808,4,Yes,Yes,No,No,Yes,Yes,No,No
Riverside,06065040809,4,Yes,Yes,Yes,No,No,Yes,No,No
Riverside,06065040812,2,Yes,No,Yes,No,No,No,No,No
Riverside,06065040813,3,Yes,Yes,Yes,No,No,No,No,No
Riverside,06065040814,2,No,Yes,No,No,No,Yes,No,No
Riverside,06065040815,3,No,Yes,Yes,No,No,Yes,No,No
Riverside,06065040816,1,No,Yes,No,No,No,No,No,No
Riverside,06065040821,3,No,Yes,Yes,No,No,Yes,No,No
Riverside,06065040901,1,Yes,No,No,No,No,No,No,No
Riverside,06065040902,3,Yes,No,Yes,No,No,Yes,No,No
Riverside,06065040903,1,Yes,No,No,No,No,No,No,No
Riverside,06065040904,1,Yes,No,No,No,No,No,No,No
Riverside,06065041001,2,Yes,No,No,No,Yes,No,No,No
Riverside,06065041002,1,Yes,No,No,No,No,No,No,No
Riverside,06065041003,1,Yes,No,No,No,No,No,No,No
Riverside,06065041004,3,Yes,No,No,No,Yes,Yes,No,No
